Rep_year_total;Technology_Center;mean_Ext_Comp_Im;mean_Int_Tech_Rel;mean_Ext_Tech_Rel;mean_Int_Comp_Im;mean_Market_Cov;No_Inventor;IPC Level 2 - Total no. of assigned IPC classes;No. of authorities of origin;litigated;Backward citations to non-patent literature
20;2100;69,7181492760067982;3,4684213229588097;65,4863793509347119;3,7004749320802235;1,063225910777138;26;4;1;1;64
12;2100;1,6250903239616992;0,0000000000000000;1,6250903239616992;0,0000000000000000;1,000000000000000;3;2;1;1;11
12;2100;0,5700606554746630;0,0432502656028821;0,5700606554746630;0,0432502656028821;1,000000000000000;1;2;1;1;1
13;2100;8,8988050392695843;0,0000000000000000;4,7667919908251095;0,0000000000000000;1,840509865965162;2;2;2;1;50
12;2100;0,6411521641107708;0,2228356284590870;0,6411521641107708;0,2228356284590870;1,000000000000000;1;2;1;1;1
12;2100;1,9779531497221730;0,1296340943529056;1,9779531497221730;0,1296340943529056;1,000000000000000;2;1;1;1;2
6;2100;0,6440186628273562;0,3575415824140823;0,5844828380005702;0,4055090631757464;1,116221189498899;5;2;2;1;0
16;2400;15,1874318403356217;0,6488200811778797;8,4161970755633195;1,1881537016700303;1,831647599444669;2;2;1;1;18
18;2400;9,8922526710911800;0,1568948552012444;4,4105512468438404;0,3584970949511778;2,265753727210195;5;2;1;1;244
16;2400;2,2025010165046237;0,7024759948253632;0,9834876446162942;1,5536660762394172;2,190974298645466;3;2;1;1;381
17;2400;8,5873816808064749;0,3159858509898186;4,4448988305197830;0,6595349295271766;1,939960118797090;8;2;1;1;100
14;2400;5,1163740396499628;0,1506659686565400;2,2107897520065314;0,3631078481674194;2,302675064404807;10;2;1;1;122
17;2400;5,7062368525399103;0,2847362897462313;5,8833328882853193;0,2605924763613277;0,962432500388888;6;1;1;1;3
17;2400;3,7468172841601906;0,5611182318793401;4,2064848740895595;0,4641999337408280;0,866666661368476;10;2;1;1;15
